ImageIndex,ElapsedTime
114,1.6632663509999983
115,1.654884764999999
116,1.656870491000002
117,1.7146853529999968
118,1.6568821190000005
119,1.6626082789999976
120,1.6611271009999977
121,1.6674178199999987
122,1.6612348260000012
123,1.6610664440000016
124,1.6600094179999991
125,1.6627065769999994
126,1.658356900999999
127,1.657686027000001
128,1.6599958270000004
129,1.6653550710000016
130,1.6552685620000016
131,1.655305983999999
132,1.6524883719999999
133,1.6617352230000006
134,1.6643961639999978
135,1.665875040999999
136,1.6691938990000015
137,1.6641348910000007
138,1.6632156550000006
139,1.6916074440000008
140,1.6658066350000038
141,1.667523164999998
142,1.669099985999999
143,1.6614159380000004
144,1.6860408079999998
145,1.721141715000001
146,1.6806969869999975
147,1.6787539300000007
148,1.6747029170000014
149,1.713754639999998
150,1.6709432789999998
151,1.6721252630000003
152,1.6753460429999991
153,1.669399111
154,1.669745201999997
155,1.668369834999997
156,1.667436977
157,1.6704900499999995
158,1.6682885600000001
159,1.668426211999998
160,1.6674870339999999
161,1.667928528000003
162,1.6693579200000015
163,1.6652137919999979
164,1.6676600699999988
165,1.6677122059999994
166,1.6662511099999988
167,1.6667057179999987
168,1.6681372860000012
169,1.6649725219999998
170,1.6685892399999989
171,1.671059925999999
172,1.6667193929999995
173,1.6680374649999992
174,1.6688033900000003
175,1.6694147340000005
176,1.6681167020000012
177,1.6658156570000016
178,1.669289449999998
179,1.6689462269999995
180,1.6803769929999994
181,1.6843468429999982
182,1.7375212909999995
183,1.6704321510000002
184,1.7092802639999998
185,1.6728875569999988
186,1.677709658999999
187,1.6689250510000007
188,1.6671779329999996
189,1.665767881000002
190,1.6654514429999998
191,1.6711185659999985
192,1.6748640259999985
193,1.6648011780000012
194,1.663942357000002
195,1.6677927759999973
196,1.6686360849999966
197,1.666967403000001
198,1.667349631999997
199,1.6677591230000024
200,1.6691167030000014
201,1.6702302960000008
202,1.6652484580000004
203,1.6680977000000006
204,1.6687647379999984
205,1.6674041659999996
206,1.6690682749999999
207,1.6681931630000009
208,1.6682518960000008
209,1.668765783000001
210,1.669964207
211,1.666973737999999
212,1.6660911010000001
213,1.6705202849999985
214,1.6675379890000002
215,1.6649730579999988
216,1.724170070000001
217,1.6687083379999983
218,1.6587656989999986
219,1.6573199060000017
220,1.6525466130000015
221,1.6885135800000006
222,1.6573091919999985
223,1.6500453539999993
224,1.646042883
225,1.655222692999998
226,1.652224146
227,1.655374275000001
228,1.6542482939999992
229,1.6559924910000008
230,1.6452738829999998
231,1.6500251030000008
232,1.6558523190000012
233,1.6432572100000011
234,1.6674983939999972
235,1.6560867549999982
236,1.6664090670000007
237,1.6529532299999974
238,1.6484717720000002
239,1.6464520060000003
240,1.6509949040000014
241,1.659879530999999
242,1.6566639500000016
243,1.6613832739999985
244,1.6610877730000013
245,1.649449280000002
246,1.653777852
247,1.6498900240000003
248,1.6525634669999996
249,1.6494761859999985
250,1.6566441139999983
251,1.7120448670000024
252,1.6611897429999996
253,1.6549792570000004
254,1.6602670879999997
255,1.6688765920000033
256,1.6607271370000019
257,1.6605162210000026
258,1.6642681029999995
259,1.6888292510000018
260,1.6557939330000002
261,1.6482411139999997
262,1.6521435649999991
263,1.6572699489999982
264,1.6514592790000011
265,1.6638716699999998
266,1.6528659169999986
267,1.655511756999997
268,1.6506206299999977
269,1.6481678389999994
270,1.6527675090000018
271,1.651451398000002
272,1.6530455519999996
273,1.6526286880000007
274,1.6475159389999987
275,1.6461153349999997
276,1.6472870019999992
277,1.6564627159999992
278,1.6510744710000003
279,1.7059350840000007
280,1.6593720969999968
281,1.652486766
282,1.6650581399999982
283,1.660018460000003
284,1.6590069590000007
285,1.6626057760000004
286,1.7113588429999995
287,1.660923529999998
288,1.6571341519999998
289,1.654383344000002
290,1.655759882999996
291,1.656032473
292,1.6522434579999976
293,1.6515527099999978
294,1.6631216990000008
295,1.656735778
296,1.6533749019999988
297,1.6664272329999992
298,1.6537877280000002
299,1.6926685730000013
300,1.6516042440000023
301,1.6541815790000012
302,1.6647579769999992
303,1.655331769000001
304,1.6486770350000013
305,1.653380614000001
306,1.6571593690000004
307,1.6566529839999977
308,1.6633526680000008
309,1.6637587470000013
310,1.6598224520000022
311,1.655265053
312,1.6624639279999993
313,1.657849268999998
314,1.6627274060000008
315,1.6610479349999991
316,1.6604357250000015
317,1.6685121259999978
318,1.6649518660000007
319,1.6680214769999993
320,1.658623949
321,1.729924475000002
322,1.6578939860000008
323,1.648540668000002
324,1.6579501200000009
325,1.6657690480000003
326,1.6542677480000003
327,1.6517649759999986
328,1.6532886900000006
329,1.6555851120000011
330,1.658943768000001
331,1.6686112690000003
332,1.6683965260000022
333,1.6603305280000005
334,1.6493876599999997
335,1.6539342840000015
336,1.694738608000002
337,1.652529028999999
338,1.649910203
339,1.651151879
340,1.6477360359999997
341,1.6500593520000038
342,1.6504029799999975
343,1.6669527169999987
344,1.6547437280000012
345,1.6471109669999977
346,1.653487080999998
347,1.6537020089999996
348,1.65143175
349,1.652945297999998
350,1.6498751789999988
351,1.651954336000001
352,1.6529537700000012
353,1.6617066840000012
354,1.6607211819999987
355,1.649459550999999
356,1.665250810000001
357,1.707677653999999
358,1.660394796000002
359,1.665927015
360,1.6589535570000022
361,1.653276520999999
362,1.6601889300000028
363,1.657558143000001
364,1.6585493279999983
365,1.6660471069999991
366,1.6602545219999985
367,1.661877843999998
368,1.6648908430000007
369,1.6528961710000005
370,1.6508203300000004
371,1.6566029120000025
372,1.6526379730000007
373,1.6504976599999994
374,1.6599577209999992
375,1.7025205800000043
376,1.652275089999998
377,1.6517695890000004
378,1.6480791169999973
379,1.6514731879999993
380,1.6522836720000005
381,1.657788943999999
382,1.6560096360000014
383,1.663853903999997
384,1.6648420990000006
385,1.6658232660000007
386,1.6539830309999988
387,1.6548792740000013
388,1.6542348710000008
389,1.6497660720000002
390,1.6591654030000014
391,1.6561155109999999
392,1.6561488079999984
393,1.729962808
394,1.6623532739999978
395,1.6511069320000005
396,1.6498129379999993
397,1.6597479230000016
398,1.6442465330000007
399,1.6507884829999997
400,1.657959858999999
401,1.6549389339999998
402,1.6510309520000037
403,1.6523528649999983
404,1.663759279
405,1.6610157069999971
406,1.6579480109999996
407,1.6589025849999997
408,1.650134482999999
409,1.6523585030000008
410,1.6494627449999995
411,1.6537387260000014
412,1.6898140749999997
413,1.648048879999999
414,1.6499590369999995
415,1.646057889000001
416,1.6518969359999993
417,1.6542072339999982
418,1.6448098360000005
419,1.6582375799999984
420,1.654911653
421,1.6478097570000017
422,1.6549550220000016
423,1.6533727550000021
424,1.6465351230000003
425,1.6466022609999993
426,1.650854540999999
427,1.6636133350000006
428,1.6529120869999985
429,1.7081224809999984
430,1.6579604389999998
431,1.6631758660000024
432,1.6657152119999985
433,1.6657141040000019
434,1.6639558179999991
435,1.6622507000000002
436,1.6633455910000006
437,1.6598569739999989
438,1.6609593760000003
439,1.667284002999999
440,1.6624985
441,1.658985310000002
442,1.6677960839999997
443,1.6593244189999998
444,1.665151722999999
445,1.657338129
446,1.6671649890000004
447,1.6642493430000023
448,1.6983306159999982
449,1.6595640709999995
450,1.6643546200000003
451,1.6614136309999987
452,1.6587893370000013
453,1.6634223279999993
454,1.6713810050000004
455,1.668524537
456,1.6632305970000019
457,1.659761489
458,1.6626320829999994
459,1.6701940380000004
460,1.6641652570000012
461,1.6639286150000019
462,1.6584937510000015
463,1.663310998000002
464,1.664855141999999
465,1.9645627500000016
466,1.6501936320000015
467,1.6605721379999987
468,1.656013296000002
469,1.6504037420000017
470,1.6463141600000009
471,1.6459237970000016
472,1.6625377880000016
473,1.6683862939999976
474,1.6591521009999997
475,1.6574061450000006
476,1.6494611389999991
477,1.6489104570000008
478,1.6523039249999996
479,1.6531386369999985
480,1.645535864000003
481,1.661693572999999
482,1.6555917880000017
483,1.6966751339999993
484,1.6508020740000025
485,1.6411182589999986
486,1.6478053210000019
487,1.6550278720000002
488,1.6437609149999994
489,1.6464940479999979
490,1.6501308649999995
491,1.6537836920000009
492,1.6432155279999987
493,1.6535082179999985
494,1.6644729129999989
495,1.6631316580000006
496,1.6565493570000023
497,1.6694287529999987
498,1.6667529089999982
499,1.6600940070000008
500,1.6580209460000008
501,1.687424964999999
502,1.663144446000001
503,1.6616406530000003
504,1.6572733669999982
505,1.6658350840000011
506,1.6647990499999998
507,1.6643461930000012
508,1.6608804339999987
509,1.6671334039999994
510,1.6587610259999994
511,1.6707904389999986
512,1.6747583549999996
513,1.6646589000000025
514,1.6517253639999991
515,1.6472648219999997
516,1.6546544769999993
517,1.65397789
518,1.6564771719999982
519,1.6857919229999987
520,1.6444665130000016
521,1.6466890570000008
522,1.6445371199999994
523,1.6474036250000001
524,1.6508445359999975
525,1.6523162729999998
526,1.6622107139999982
527,1.6584267860000008
528,1.6507880930000012
529,1.6576620340000021
530,1.6608426749999998
531,1.6467582369999993
532,1.647468462000001
533,1.646578218999999
534,1.6611299889999989
535,1.6551124930000005
536,1.6454944559999982
537,1.6649568410000004
538,1.6526021909999968
539,1.643416363999998
540,1.6577646220000004
541,1.6675699919999984
542,1.6690958380000023
543,1.6691345959999995
544,1.6681189449999996
545,1.644002954
546,1.653179389000001
547,1.6494629040000024
548,1.650142595999999
549,1.6638779180000005
550,1.6934916729999996
551,1.640006007
552,1.6541413210000007
553,1.6455421920000004
554,1.6476573239999999
555,1.6518746389999999
556,1.6544508149999997
557,1.6529081400000003
558,1.64581357
559,1.758885603
560,1.6440171150000018
561,1.655218744000002
562,1.6456420230000002
563,1.6472146249999995
564,1.652147062000001
565,1.6564922619999993
566,1.6435567440000007
567,1.6557118169999983
568,1.6517215620000005
569,1.6602277950000017
570,1.6551465349999996
571,1.6614599139999984
572,1.6571078699999988
573,1.6544070439999985
574,1.6710000850000009
575,1.6557860179999997
576,1.6624520639999993
577,1.6681032180000006
578,1.669228091999999
579,1.657243980999999
580,1.6461348609999988
581,1.6535756429999995
582,1.7077610269999988
583,1.650894365999999
584,1.6469932299999994
585,1.6445988559999998
586,1.6431133749999998
587,1.6443170149999997
588,1.6454458400000027
589,1.6537939139999964
590,1.6511300660000003
591,1.6528029020000008
592,1.6618802040000016
593,1.6653145039999984
594,1.6535280130000005
595,1.6692424879999994
596,1.6421038769999996
597,1.649286112000001
598,1.6539064430000006
599,1.6684245740000012
600,1.6456280669999988
601,1.6549251809999983
602,1.6425539870000005
603,1.6440581689999982
604,1.6501841230000012
605,1.6451234330000035
606,1.6426268970000013
607,1.6522926960000026
608,1.6482951349999966
609,1.649483761000001
610,1.6636407359999998
611,1.6534832619999993
612,1.6407524239999995
613,1.6460097469999988
614,1.7014126889999999
615,1.658926848
616,1.6469235839999994
617,1.6515761409999994
618,1.646021860000001
619,1.6440248249999998
620,1.6541980619999979
621,1.6501426380000004
622,1.6506429520000003
623,1.6439139940000025
624,1.643680608000001
625,1.6629740559999975
626,1.6573214280000024
627,1.6494999969999995
628,1.651569395000001
629,1.6503322879999984
630,1.6445101510000006
631,1.647459055999999
632,1.6460740489999992
633,1.6460983790000012
634,1.6456614890000005
635,1.653073567
636,1.6477164309999972
637,1.6497821400000006
638,1.6572566290000004
639,1.6449282039999984
640,1.6581876359999974
641,1.6497247470000003
642,1.6628472130000007
643,1.668546499
644,1.6974239610000004
645,1.6392286930000013
646,1.667050568
647,1.6507530790000007
648,1.6479175359999993
649,1.6507553430000008
650,1.6659147640000003
651,1.656421931
652,1.6461278099999987
653,1.6540357329999986
654,1.642778286000001
655,1.650779998
656,1.6506428810000011
657,1.6504546030000011
658,1.648495241000002
659,1.6599832970000017
660,1.6536896120000022
661,1.6348626979999976
662,1.6449992950000019
663,1.6489555669999985
664,1.6559187670000008
665,1.6430634000000013
666,1.6442612509999992
667,1.647508135999999
668,1.6534332520000008
669,1.6671448119999992
670,1.6434634080000006
671,1.6590173399999997
672,1.6915133490000025
673,1.6459664720000013
674,1.6433671129999994
675,1.6441720299999993
676,1.6547621119999996
677,1.6621283079999993
678,1.641621664
679,1.6464802270000019
680,1.6494583340000006
681,1.6457734440000016
682,1.6640750699999987
683,1.6459605810000004
684,1.6535762569999977
685,1.6434638870000022
686,1.6563943419999985
687,1.654068010000001
688,1.654793215000001
689,1.6683182069999996
690,1.6515960279999997
691,1.6619006430000005
692,1.6687172350000006
693,1.6514254630000011
694,1.6543422039999993
695,1.6860719830000015
696,1.6547370770000025
697,1.6578839540000012
698,1.6415553769999975
699,1.6492059880000003
700,1.6546809239999998
701,1.6531834510000007
702,1.664774491
703,1.656865973
704,1.6672109099999977
705,1.6687668139999994
706,1.6579179850000014
707,1.6480891300000022
708,1.6493950170000014
709,1.6644582460000006
710,1.661355056000001
711,1.6598125239999988
712,1.6467626309999999
713,1.6455063339999993
714,1.6536172179999977
715,1.6540676889999992
716,1.6552927989999993
717,1.6495359009999988
718,1.6585032369999988
719,1.6644166360000014
720,1.6516846609999996
721,1.664245585999999
722,1.647269350999998
723,1.6495326780000024
724,1.6588278160000025
725,1.6535982820000008
726,1.6877161149999995
727,1.6537635879999988
728,1.6468783160000007
729,1.6684701990000004
730,1.6703387829999994
731,1.6489816240000001
732,1.6696331680000007
733,1.6505230430000002
734,1.646625829
735,1.6490198120000008
736,1.6523919820000021
737,1.6600575390000003
738,1.6602530400000004
739,1.6475516579999994
740,1.6636096080000018
741,1.653298192999998
742,1.6490841840000001
743,1.6613650789999996
744,1.6578351720000022
745,1.6551791209999995
746,1.6673310379999986
747,1.646692457
748,1.652222618000001
749,1.6503857050000017
750,1.649871442999999
751,1.6545868859999977
752,1.6529094830000026
753,1.6441480049999986
754,1.6479487549999976
755,1.6626272139999996
756,1.6620084580000007
757,1.6885314639999995
758,1.640283332
759,1.6526828529999995
760,1.6533678750000018
761,1.6545648429999997
762,1.6620069369999997
763,1.6698863159999995
764,1.6655405999999988
765,1.6540719579999996
766,1.6596577570000017
767,1.6574442100000006
768,1.6567754540000004
769,1.6575269040000002
770,1.6543406370000007
771,1.6621704349999973
772,1.6569515330000009
773,1.653751666
774,1.6678540209999986
775,1.6594659029999979
776,1.6573522349999992
777,1.6639795170000027
778,1.6569650190000014
779,1.6546762160000024
780,1.6577126759999985
781,1.657766794999999
782,1.6643851320000016
783,1.6524553759999983
784,1.655192346000001
785,1.6551335080000014
786,1.6596564269999972
787,1.7019898399999984
788,1.6557454040000004
789,1.651778409000001
790,1.6510482199999998
791,1.6554687229999994
792,1.6720937599999992
793,1.6583210170000027
794,1.6532654539999996
795,1.6508729930000006
796,1.6501628069999985
797,1.647767274
798,1.6581102230000009
799,1.6653647129999996
800,1.658995479000001
801,1.652108803000001
802,1.655265465999999
803,1.6577630139999988
804,1.6539180409999992
805,1.6518030279999996
806,1.6668733760000018
807,1.6640364300000003
808,1.657937506
809,1.6541804119999985
810,1.6517304349999997
811,1.6554817230000005
812,1.6661927299999983
813,1.6966290470000012
814,1.652860604
815,1.6558115410000025
816,1.6583141929999992
817,1.6560801230000006
818,1.658113764999998
819,1.6589949109999997
820,1.6552835710000016
821,1.655307536000001
822,1.6619003889999997
823,1.655026741999998
824,1.6521159199999977
825,1.6607766250000002
826,1.6592846599999995
827,1.6640684250000015
828,1.6642494609999987
829,1.646772067999998
830,1.652840408000002
831,1.6546821750000027
832,1.6563048300000032
833,1.6570756099999988
834,1.6505953919999994
835,1.653961560999999
836,1.6491380529999982
837,1.6912727660000009
838,1.6496178769999987
839,1.6561738400000021
840,1.6609584719999977
841,1.6532947439999996
842,1.6523875419999958
843,1.651827658
844,1.661763582
845,1.6559362169999994
846,1.6563757599999982
847,1.6537572970000025
848,1.652763809999999
849,1.6529347450000014
850,1.6550478929999999
851,1.650439097
852,1.6552560490000001
853,1.6608380550000001
854,1.6556815060000012
855,1.661183780000001
856,1.6590070129999996
857,1.6544794449999995
858,1.6552159969999989
859,1.659370309999996
860,1.6583479890000015
861,1.661929860999999
862,1.6563273439999997
863,1.6650544800000011
864,1.6711456380000023
865,1.6567153159999997
866,1.6565988960000022
867,1.6909625560000001
868,1.6558176970000003
869,1.6507277879999982
870,1.6560312560000003
871,1.6576281630000003
872,1.648792264999999
873,1.6638770440000004
874,1.6512951120000021
875,1.6564157889999986
876,1.6580411560000001
877,1.6620144039999991
878,1.668732754
879,1.664093042
880,1.6571074720000014
881,1.6559331130000008
882,1.661184371000001
883,1.6532844529999993
884,1.6488009499999998
885,1.6481448249999995
886,1.6641331459999995
887,1.6614559709999992
888,1.6497314060000001
889,1.6515325220000001
890,1.650792404
891,1.6591716979999989
892,1.6547736719999973
893,1.655508859999999
894,1.686881661
895,1.6551124850000016
896,1.651419047000001
897,1.6537683279999966
898,1.6554790970000015
899,1.655223194999999
900,1.650306236
901,1.6692245120000009
902,1.6481815979999994
903,1.6603774070000012
904,1.6574507349999978
905,1.6539427349999998
906,1.6550908959999995
907,1.6685452400000012
908,1.6678060550000011
909,1.6496248600000007
910,1.6605139119999999
911,1.6541486130000012
912,1.6620602330000018
913,1.657121920000003
914,1.6527664599999992
915,1.649055616000001
916,1.7123693629999996
917,1.6644443559999986
918,1.6544451580000001
919,1.6467789389999998
920,1.6498767209999998
921,1.6553630420000016
922,1.6517734960000015
923,1.6464636159999966
924,1.640814400000001
925,1.6454523239999987
926,1.6646357570000003
927,1.6536533740000012
928,1.6507716279999989
929,1.6657635929999992
930,1.6533844890000022
931,1.6415135490000015
932,1.650772286
933,1.647513500999998
934,1.6452436239999995
935,1.646307658
936,1.6568281579999973
937,1.6648286769999983
938,1.6660378099999977
939,1.6684308960000005
940,1.6474206280000003
941,1.6505944179999992
942,1.656647813000001
943,1.6424931300000007
944,1.6524851269999998
945,1.6924231439999986
946,1.645347622000004
947,1.6529920739999975
948,1.6495599079999992
949,1.6449113910000006
950,1.6489420440000002
951,1.646384802999998
952,1.6424063349999987
953,1.641568581000001
954,1.6459269599999988
955,1.6413626960000012
956,1.6464097739999999
957,1.6429189250000014
958,1.6388597269999994
959,1.6472790580000014
960,1.642698925
961,1.6389271690000005
962,1.6458117359999984
963,1.6458530529999982
964,1.652223281000001
965,1.6596970519999996
966,1.648845723000002
967,1.6612039539999992
968,1.6538081990000002
969,1.6443621429999995
970,1.6515308109999998
971,1.6477152689999983
972,1.6621601630000005
973,1.6476079869999982
974,1.669594188
975,1.656484160999998
976,1.6427402489999998
977,1.6923979819999992
978,1.643046082999999
979,1.6433614110000003
980,1.645555296999999
981,1.6424486490000008
982,1.6501579719999986
983,1.6634368039999994
984,1.6454632069999995
985,1.6433894799999986
986,1.6478424260000006
987,1.6499828689999998
988,1.6412635180000015
989,1.663614695999999
990,1.6468301749999987
991,1.6433175430000007
992,1.6652479749999987
993,1.6673405729999993
994,1.642216078999997
995,1.645913664000002
996,1.6435287839999995
